sms,opening,lastmodified,image3,postal,latitude,image6,name,whatsapp,street,cuisine,image4,image5,inperson,menuitem,pickup_option,website,delivery_detail,unit,call,longitude,image2,description,claps,condition,delivery,url,region,description_detail,menuprice,promo,menu,delivery_option,contact,price
false,10.30AM - 8PM ,,,069935,1.282216575,,Birds Of A Feather,false,115 AMOY STREET TELOK AYER CONSERVATION AREA SINGAPORE 069935,,,,true,,true,https://birdsofafeather.oddle.me/,Min. order $50. Quote <SAVEFNB> and get 20% off. ,,false,103.8475717,,"
Chinese",8,Quote <SAVEFNB>,,https://thesmartlocal.com/wp-content/uploads/directory/2-Birds-Of-A-Feather.png,,Recommended: Spicy Oriental Bolognaise,,20% off,false,true,,$5
false,9AM - 9PM (Wed-Fri),,,510757,1.37717717,,Beardy Bakes by BeardyHulk ,true,757 PASIR RIS STREET 71 HDB-PASIR RIS SINGAPORE 510757,,,,true,,true,https://beardybakes.oddle.me/en_SG,Min. order $15. ,,false,103.93357979999999,,"
Desserts & Bakery",0,,,https://thesmartlocal.com/wp-content/uploads/directory/18-Beardy-Bakes-by-BeardyHulk.png,,"Recommended: Original Sugee Cakes
Order online or Whatsapp",,,false,true,86929241,$20
false,,,https://firebasestorage.googleapis.com/v0/b/hawkercentral.appspot.com/o/images%2F1587559557014_93878694_2629485437281132_7255491143645790208_n.jpg?alt=media&token=06be0879-29f6-4498-a734-70688fcb4b59,390051,1.308109821,,Jack's Kitchen,false,51 OLD AIRPORT ROAD PCF SPARKLETOTS PRESCHOOL @ MOUNTBATTEN BLK 51 (KN) SINGAPORE 390051,,,,true,,true,https://www.facebook.com/photo.php?fbid=2628603320702677&set=pcb.285926789075029&type=3&theater&ifg=1,,#01-19,true,103.88573170000001,https://firebasestorage.googleapis.com/v0/b/hawkercentral.appspot.com/o/images%2F1587559514900_94118025_2628603324036010_4683315223837278208_n.jpg?alt=media&token=8dd1a663-3747-4318-b6ee-95de20f64f47,Specialty Pork Cutlet Curry Rice,0,,,https://firebasestorage.googleapis.com/v0/b/hawkercentral.appspot.com/o/images%2F1587559483657_93934361_2628603427369333_4134322844681109504_o.jpg?alt=media&token=eb61408f-70ae-4789-a118-095863c525c3,,"Chicken Cuttlet Curry Rice die die must try. We Oso had Teriyaki salmon or Teriyaki chicken rice, chicken spaghetti ,chicken fried rice
If u want delivery call to 96951728 or self collect at old airport hawker centre #01-19
I got Grab driver to sent island wide $10 just want to help those Grab Driver to had some income . U just pay direct to driver
We accept NETS, paynow or paylah",,,false,true,96951728,$10 island wide
false,11.30AM - 9PM,,,228221,1.308357668,,The Deli,false,26 SCOTTS ROAD GOODWOOD PARK HOTEL SINGAPORE 228221,,,,true,,true,https://goodwoodparkhotel.oddle.me/en_SG/,"$10 islandwide delivery (except Jurong Island), Min. order $50. Free delivery for orders $95 and up. ",,true,103.834535,,"
Desserts & Bakery",0,,,https://thesmartlocal.com/wp-content/uploads/directory/249-The-Deli.png,,"Durian Mousse Cake, Durian Puffs, Durian Crepe, Mao Shan Wang Ice Cream",,,false,true,67377411,$10
false,8AM - 4.30PM,,,560421,1.365384226,,Friendly Vegetarian Food Supplier,false,421 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560421,,,,true,,true,https://www.friendlyvegetarian.com.sg/,"$9.80 islandwide, Min. order $40.
Free delivery for orders $120 and up.",#01-1165,true,103.852967,,"
Chinese, Vegetarian",2,<TSL>,,https://thesmartlocal.com/wp-content/uploads/directory/17-Friendly-Vegetarian-Food-Supplier.png,,"Recommended: Golden mushroom meat, omni paste, springroll
QUOTE <TSL> for $2 off total bill, valid till May 4th 2020. ",,$2 off,false,true,67791488,$0
false,"11AM - 2.30PM, 6PM - 8PM",,,138522,1.299974296,,Bowl Chap,false,1 FUSIONOPOLIS PLACE GALAXIS SINGAPORE 138522,,,,true,,true,https://www.bowlchap.com/,$5 islandwide. Free delivery for orders $30 and up. ,,true,103.7884334,,"
Chinese, Japanese",0,,,https://thesmartlocal.com/wp-content/uploads/directory/10-Bowl-Chap.png,,"Recommended: Five Spice Apple braised pork belly, Smoked Paprika katsu bowl",,,false,true,91097929,$0
false,11AM - 8PM,,,188504,1.303022984,,Soi Aroy,true,1 ROCHOR CANAL ROAD UOB SIM LIM SQUARE SINGAPORE 188504,,,,true,,true,,Free drink with $15 spent. ,,false,103.8530387,,"
Thai",0,drink with $15 spent,,https://thesmartlocal.com/wp-content/uploads/directory/255-Soi-Aroy.png,,"Basil Pork Rice, Northern Thai Pork Rib Noodles, Premium Tom Yum, Creamy Tom Yum, Grilled Pork Cheeks, Thai Fried Wings, Mango Sticky Rice",,Free,false,false,96418988,
false,10AM - 8PM,,,460089,1.332334683,,Yikowei Pte Ltd,true,89 BEDOK NORTH STREET 4 HDB-BEDOK SINGAPORE 460089,,,,true,,true,https://www.yikowei.com/shop,"Free islandwide delivery, Min. order $50. Delivery timings are 11AM - 7PM. ",,false,103.9380513,,"
Chinese",0,,,https://thesmartlocal.com/wp-content/uploads/directory/138-Yikowei-Pte-Ltd.png,,,,,true,true,87988858,Free
false,12PM - 10PM,,,069932,1.282128089,,Employees Only,true,112 AMOY STREET TELOK AYER CONSERVATION AREA SINGAPORE 069932,,,,true,,true,https://employeesonly.store/,,#01-01,false,103.8475265,,"
Western, Liquor",0,,,https://thesmartlocal.com/wp-content/uploads/directory/287-Employees-Only.png,,"Recommended: EO Smash Burger, EO Ramly Burger, Cavatelli w/ house made sausage, Roasted Salmon, EO Bottled cocktails 350ml/700ml and flights of 3 and 5 bottled cocktails",,,false,true,91278506,$10
false,10AM-8PM,,,199149,1.302869361,,Earlybird,true,17 JALAN PINANG KAMPONG GLAM CONSERVATION AREA SINGAPORE 199149,,,,true,,true,,"Free delivery with min. order $30 within 5KM.
$10 delivery with min. order $50 above 5KM.",,false,103.8581763,,"
Western, Desserts & Bakery, Breakfast",0,,,https://thesmartlocal.com/wp-content/uploads/directory/218-Earlybird.png,,"Recommended: Chicken and Pancakes, Salmon, Avocade and Quinoa Bowl
Special 2pax ($38) or 4pax ($68) bundle meals available with mains & drinks. ",,,false,true,97886856,$0
false,11AM-5PM,,,018984,1.279724915,,Ssam X One Bowl Man ,true,8A MARINA BOULEVARD GROUND PLAZA (MARINA BAY LINK MALL) SINGAPORE 018984,,,,true,,true,,$3 delivery for East/Central areas. $5 delivery for West/Other areas. Free delivery for orders $50 and up. Last order at 3.30PM. ,,false,103.8545488,,"
Korean, Fusion",0,,,https://thesmartlocal.com/wp-content/uploads/directory/242-Ssam-X-One-Bowl-Man.png,,"Korean beef with japchae noodles, Kimchi tofu soup/ beyond meat with salad/ chicken, Pork belly, Tofu with cilantro or kimchi rice",,,false,true,96427968,$3
false,false,,,179809,1.292628947,,Tablescape Restaurant & Bar,false,10 COLEMAN STREET GRAND PARK CITY HALL SINGAPORE 179809,,,,true,,true,,"Free islandwide delivery, Min. order $80.  ",,false,103.8501239,,"
Western",0,,,https://thesmartlocal.com/wp-content/uploads/directory/212-Tablescape-Restaurant-Bar.png,,,,,false,true,,
false,"11AM - 3PM, 5PM - 12AM",,,129754,1.293082946,,Be Frank,false,28 CLEMENTI ROAD SINGAPORE 129754,,,,true,,true,,"4th item IS FREE.
Any orders above $50 excluding gst will have a FREE COKE/ROOTBEER FLOAT ",,true,103.7688111,,"
Western",0,,,https://thesmartlocal.com/wp-content/uploads/directory/175-Be-Frank.png,,"Recommended: Signature Spicy Coney Hotdog, Signature Ribeye Burger, Mushroom Chicken Stew Bento
Call to order: 97456382/97652509",,,false,true,97456382,$10-15
false,11AM - 9PM,,,239013,1.291417798,,Cuba Libre Café & Bar,false,80 MOHAMED SULTAN ROAD THE PIER AT ROBERTSON SINGAPORE 239013,,,,true,,true,https://www.sgdelivery.online/?fbclid=IwAR2M96AJlnAJQGTIHjvjEIY3R1l0mALK-TgALOZ1-eYFmUClCC3FUhysmMM,"$5-15 islandwide delivery, Min. order $30. Free islandwide delivery for orders $100 and up. ",,true,103.8405531,,"
Mediterranean",0,,,https://thesmartlocal.com/wp-content/uploads/directory/39-Cuba-Libre-Cafe-_-Bar.png,,"Recommended: Veg paella, cheese balls, coriander guacamole salad",,,false,true,88175413,$0
false,11AM - 8PM,,,427621,1.3080318359999998,,Lagun Sari,false,381 JOO CHIAT ROAD LAGUN SARI BUILDING SINGAPORE 427621,,,,true,,true,,"$5 delivery outside of 3km radius around Joo Chiat area.
Free delivery for Tingkat Meal Plan, Min. 2 pax.
Preorder 1 day in advance. ",,true,103.9037007,,"
Malay",0,,,https://thesmartlocal.com/wp-content/uploads/directory/202-Lagun-Sari.png,,Tingkat Set,,,false,true,64407274,$0
false,8AM - 6PM (Closed on Sun),,,486350,1.336845807,,1A Crispy Puffs,true,3015 BEDOK NORTH STREET 5 SHIMEI EAST KITCHEN SINGAPORE 486350,,,,true,,true,,ree delivery for orders $100 and up. ,,false,103.9474309,,Crispy Chicken Curry Puffs,5,,,https://thesmartlocal.com/wp-content/uploads/directory/36-1A-Crispy-Puffs.png,,"To order: 
Whatsapp (89318135)
Call (62262226)",,,false,true,89318135,$10-$20
false,11AM - 7PM,,,038983,1.294923915,,Super Sub Singapore,true,3 TEMASEK BOULEVARD HSBC SUNTEC CITY BRANCH SINGAPORE 038983,,,,true,,true,,"$5 islandwide, Min. order $25. ",,false,103.85769930000001,,"
Western",0,,,https://thesmartlocal.com/wp-content/uploads/directory/8-Super-Sub-Singapore.png,,"Fiery Chic Bolognese, Truffle Egg Mayo-nice, Heavenly Yuzu Crab",,,false,true,97423095,$5
false,8AM-11PM,,,188980,1.3009296000000001,,"25 Degrees Burger, Wine & Liquor Bar",false,200 MIDDLE ROAD HOTEL G SINGAPORE SINGAPORE 188980,,,,true,,false,,all to enquire,,true,103.8515189,,Signature burgers,0,,,https://thesmartlocal.com/wp-content/uploads/directory/240-25-Degrees-Burger-Wine-And-Liquor-Bar.png,,Only dabao available,,,false,true,68097990,Call to enquire
false,11AM - 9PM,,,600135,1.333825407,,Beng Hiang Restaurant,false,135 JURONG GATEWAY ROAD JURONG GATEWAY SINGAPORE 600135,,,,true,,true,,,,true,103.7396769,,"
Chinese",0,takeaway only,,https://thesmartlocal.com/wp-content/uploads/directory/135-Beng-Hiang-Restaurant.png,,"Recommended: Deep-fried Spiced Sausage and Fried Prawn Ball , Kong Ba Bao, Braised Duck with Sea Cucumber, Traditional Hokkien Noodle, Fish Maw Soup with Crab Meat

DABAO ONLY. Last order is at 8.30PM. 20% off takeaways. 1 free lemongrass jelly as a sweet treat for each delivery/takeaway/dabao customer. ",,20%,false,false,66846695,
false,10AM-8PM,,,598123,1.340855465,,Revelry,true,21 LORONG KILAT SUN COURT SINGAPORE 598123,,,,true,,true,,"Free delivery with min. order $30 within 5KM.
$10 delivery with min. order $50 above 5KM. ",#01-02,false,103.7731395,,"
Western",0,,,https://thesmartlocal.com/wp-content/uploads/directory/217-Revelry.png,,"Chicken and Waffes, Tom Yum Pasta
Special 2pax ($38) or 4pax ($68) bundle meals available with mains & drinks. ",,,false,true,92780466,$0+
false,9AM - 7PM,,,560232,1.3683460680000001,,Lao San Kway Chap,true,232 ANG MO KIO AVENUE 3 KEBUN BARU PALM VIEW SINGAPORE 560232,,,,true,,true,https://form.jotform.com/laosankwaychap232/preorderform,"$5 delivery to Ang Mo Kio, Bishan
$8 delivery to Sengkang, Punggol, Hougang, Yishun, Sembawang, Woodlands, Upper Thomson and Yio Chu Kang. 
Free delivery for orders $25 and above.",#01-1196,false,103.83719599999999,,"
Chinese",5,,,https://thesmartlocal.com/wp-content/uploads/directory/63-Lao-San-Kway-Chap.png,,"Kway Chap Combo sets, pork knuckle",,,false,true,94870693,$0
false,6AM-1.30PM,,,751313,1.4441070480000002,,Wah Seng Kee Traditional Wanton Noodle,true,313A SEMBAWANG DRIVE MULTI STOREY CAR PARK SINGAPORE 751313,,,,true,,true,,Delivery fee varies based on location and timing. No min. order. ,,false,103.82127790000001,,"
Chinese",0,,,https://thesmartlocal.com/wp-content/uploads/directory/168-Wah-Seng-Kee-Traditional-Wanton-Noodle.png,,Signature Noodle,,,false,true,91551743,Varies
false,12PM - 1.30AM,,,209364,1.3048499359999999,,Chimichanga,false,36 DUNLOP STREET LITTLE INDIA CONSERVATION AREA SINGAPORE 209364,,,,true,,true,https://chimichanga.sg/delivery,"$5 islandwide delivery, min. order $30.
Free delivery for orders $100 and up.
Last order is at 1.30AM. ",,false,103.8539147,,"
Mediterranean, Mexican",0,,,https://thesmartlocal.com/wp-content/uploads/directory/137-Chimichanga.png,,"Recommended: Quesadilla, Carne Asada Steak, Chimichanga and burrito bowls",,,false,true,,$0
false,false,,,798387,1.408023178,,Wildseed,false,3 PARK LANE THE OVAL @ SAP SINGAPORE 798387,,,,true,,true,,"$10 islandwide delivery, Min. order $40. Free delivery for orders $120 and up. 20% off the order when placed via delivery on their website or via calling. ",,false,103.8682667,,"
Western",0,,,https://thesmartlocal.com/wp-content/uploads/directory/140-Wildseed.png,,,,,false,true,,
false,12PM-8PM,,,228213,1.307304689,,New Station Snack Bar,false,14 SCOTTS ROAD DBS FAR EAST PLAZA SINGAPORE 228213,,,,true,,true,https://www.newstationsnackbar.com/,Min. order $50. ,#05-95,true,103.8338184,,"
Chinese",0,,,https://thesmartlocal.com/wp-content/uploads/directory/166-New-Station-Snack-Bar.png,,"Salted Egg with Rice, Teo Chew Hor Fun",,,false,true,67342862,$8
false,11.30AM - 9.30PM,,,519599,1.3791271790000001,,Segar @ Downtown East,false,1 PASIR RIS CLOSE COSTA SANDS RESORT (DOWNTOWN EAST) SINGAPORE 519599,,,,true,,true,http://www.segar.group/,Free delivery for orders $120 and up.,#02-322,true,103.9554448,,"
Chinese, Malay, Thai ",0,takeaway,,https://thesmartlocal.com/wp-content/uploads/directory/81-Segar-Downtown-East.png,,"Thai Steamed Fish, Sambal Kangkong, Tom Yam Soup, Hotplate Beancurd etc",,30% off,false,true,62810197,$3 delivery within 8km radium.
false,"10AM - 2PM, 4PM - 8PM",,,307591,1.317334643,,Bakerzin,true,101 THOMSON ROAD GUG THE KINDERGARTEN SINGAPORE 307591,,,,true,,true,https://www.bakerzin.com/eshops/,"Free Delivery to United Square, Goldhill Plaza, Goldhill Centre, Novena Square, Velocity, Revenue House and Tan Tock Seng Hospital. ",,false,103.8434632,,"
Desserts & Bakery",2,,,https://thesmartlocal.com/wp-content/uploads/directory/49-Bakerzin.png,,"Recommended: Strawberry Shortcake
Order online: https://www.bakerzin.com/eshops/",,,false,true,96697773,$0
false,"5.30PM - 10PM (Except Mon, Thu)",,,310093,1.338417345,,Toa Payoh Lor 4 Kway Chap,false,93 LORONG 4 TOA PAYOH MARKET & HAWKER CENTRE (BLK 93 TOA PAYOH LORONG 4) SINGAPORE 310093,,,,true,,true,,DABAO ONLY. ,,false,103.849485,,"
Chinese",0,,,https://thesmartlocal.com/wp-content/uploads/directory/257-Toa-Payoh-Lor-4-Kway-Chap.png,,DABAO ONLY.,,,false,false,91813049,
false,"11AM - 2PM, 5PM - 9PM (Mon-Fri), 11AM - 9PM (Sat-Sun)",,,460527,1.333911492,,T Bob’s Corner,true,527 BEDOK NORTH STREET 3 HDB-BEDOK SINGAPORE 460527,,,,true,,true,https://www.tbobscorner.com/order,"$5 islandwide delivery, Min. order $30. ",,false,103.92815859999999,,"
Western",0,Free salted egg calamari with purchase of tomahawk and rack of lamb ,,https://thesmartlocal.com/wp-content/uploads/directory/73-T-Bobs-Corner.png,,"Beef ribs, steaks, tomahawk steak, family feast
Free salted egg calamari with purchase of tomahawk and rack of lamb ",,Free,false,true,87799127,
false,false,,,519641,1.373431747,,Tasty Street,false,110 PASIR RIS CENTRAL PASIR RIS CENTRAL HAWKER CENTRE SINGAPORE 519641,,,,true,,true,,,,false,103.9515478,,"
Asian, Japanese",9,,,https://thesmartlocal.com/wp-content/uploads/directory/164-Tasty-Street.png,,,,,false,true,,
false,11AM - 9.45PM,,,068615,1.2802891109999999,,Urban Bites,true,161 TELOK AYER STREET TELOK AYER CONSERVATION AREA SINGAPORE 068615,,,,true,,true,,"$10 delivery within 3km radius, $11-15 delivery outside 3km radius, Min. order $35. 10% off pickups. ",,false,103.8475747,,"
Mediterranean",0,Off pickups,,https://thesmartlocal.com/wp-content/uploads/directory/207-Urban-Bites.png,,"Mix Grill, hummus with awarma, Lamb shawarma wrap , falafel bowl",,10%,false,true,93889144,
false,7.30AM - 10PM,,,239534,1.2984263329999999,,Da Shi Jia Big Prawn Mee,false,89 KILLINEY ROAD SINGAPORE 239534,,,,true,,true,https://www.dashijia.co-enterprise.com.sg/,"$5 islandwide delivery, Min. order $50. Free delivery for others $100 and up. Delivery timings are 10AM - 10PM. ",,false,103.8391478,,"
Chinese",0,,,https://thesmartlocal.com/wp-content/uploads/directory/71-Da-Shi-Jia-Big-Prawn-Mee.png,,Recommended: Da Shi Jia Signature Wok Fried Beehoon with king prawn,,,false,true,,$0
false,11AM - 10PM,,,208876,1.307475086,,Sum Dim Sum,false,161 JALAN BESAR LITTLE INDIA CONSERVATION AREA SINGAPORE 208876,,,,true,,true,,,,false,103.85643809999999,,"
Chinese",2,,,https://thesmartlocal.com/wp-content/uploads/directory/286-Sum-Dim-Sum.png,,Signature crispy pork bun. DABAO ONLY. ,,,false,false,90059381,
false,11AM-10.30PM,,,198759,1.3040229429999999,,The Dim Sum Place,true,791 NORTH BRIDGE ROAD KAMPONG GLAM CONSERVATION AREA SINGAPORE 198759,,,,true,,true,,5 delivery. Min. order $30. Free delivery for orders $50 and up. 20% off takeaway orders. ,,false,103.86013179999999,,"
Chinese, Halal",4,Takeaway Orders,,https://thesmartlocal.com/wp-content/uploads/directory/223-The-Dim-Sum-Place.png,,"The Dim Sum, Garlic Fried Rice and Signature Fried Bee Hoon
66558787",,20% Off,false,true,96667420,
false, 9AM - 8PM (JEM),,,608549,1.33255233,,Marche Mövenpick Singapore (JEM),false,50 JURONG GATEWAY ROAD DBS NTUC JEM SINGAPORE 608549,,,,true,,true,https://marche-movenpick-barbistro.oddle.me/en_SG/,"$5 islandwide delivery, Min. order $60. Free delivery for orders $100 and up. ",#01-03,false,103.7432622,,"
Western",0,takeaway,,https://thesmartlocal.com/wp-content/uploads/directory/65-Marche-Movenpick-Singapore.png,,"Breakfast items such as Marche Mövenpick Breakfast Set, Hand-Stretched Pizzas and Pastas.
Quote <MARCHEONLINE> for $5 off first order. 20% off takeaway orders. ",,20% off,false,true,,$0
false,6PM - 11PM (Fri) 11.30AM - 11PM (Sat-Sun),,,188601,1.2961000870000001,,King and the Pawn,true,24 PURVIS STREET BEACH ROAD CONSERVATION AREA SINGAPORE 188601,,,,true,,true,,Free islandwide delivery with game bundle or purchase. ,#02-01,false,103.8553931,,"
Western",0,,,https://thesmartlocal.com/wp-content/uploads/directory/209-King-and-the-Pawn.png,,2 Pax Feast and Fun Set (Food + Board Games Rental),,,false,true,90997973,$0
false,"11.30AM - 2.30PM, 6PM - 10PM",,,247933,1.304853421,,Yantra,false,163 TANGLIN ROAD UOB TANGLIN MALL SINGAPORE 247933,,,,true,,true,http://www.yantra.com.sg/,"$8 delivery within a 5km radius, Min. order $40, free delivery for orders $100 and up. $15 delivery outside 5km radius, Min. order $40, free delivery for orders $150 and up. ",,false,103.8238835,,"Tandoori chicken , chicken bharta, paneer butter masala , chicken tikka butter masala",0,,,https://thesmartlocal.com/wp-content/uploads/directory/267-Yantra.png,,,,,false,true,,
false,11.30AM - 10PM,,,678049,1.358077604,,Sixteen Ounces Bistro,false,398 UPPER BUKIT TIMAH ROAD THE RAIL MALL SINGAPORE 678049,,,,true,,true,http://sixteenouncesbistro.com/,"Min, order $13.90.
Free delivery for orders $100 and up. ",,false,103.7678643,,"
Western",0,,,https://thesmartlocal.com/wp-content/uploads/directory/95-Sixteen-Ounces-Bistro.png,,"Meat platter, Duck Pizza, Cheeseburger, Buffalo Hot Wings, Truffled Beef Protein Bowl, Otah Bowl",,,false,true,,$6-14
false,12PM - 9PM (Tue-Sun),,,598332,1.3369081870000001,,Kindred Folk,false,9 KING ALBERT PARK KAP SINGAPORE 598332,,,,true,,true,,"Free islandwide delivery on Mondays, Tuesdays and Thursdays, Min. order of 2 pints. Delivery timings are 12.30PM - 8.30PM. ",#01-09,false,103.7792007,,"
Desserts, Western",0,,,https://thesmartlocal.com/wp-content/uploads/directory/129-Kindred-Folk.png,,Ice cream pints,,,false,true,,$0
false,11AM-2PM,,,069111,1.27921849,,Craft'B,true,7 MAXWELL ROAD KINDERLAND PRESCHOOL SINGAPORE 069111,,,,true,,true,,,,false,103.8466069,,"
Western, Japanese",0,,,https://thesmartlocal.com/wp-content/uploads/directory/220-Craft-B.png,,"Recommended: Ribeye Bowl, Chicken Bowl",,,false,true,96809392,
false,false,,,089859,1.27982757,,The Wine & Gourmet Friends,false,48 BUKIT PASOH ROAD SINGAPORE 089859,,,,true,,true,https://m.me/twgfriends,"Pre-orders only. Submit before 12PM for same day delivery, before 6PM for next day delivery. Free islandwide delivery for min. order $80. QUOTE <KEEPOURPASSION> for 20% off all wines. ",,false,103.84044770000001,,"
Western",0,Off all wines,,https://thesmartlocal.com/wp-content/uploads/directory/169-The-Wine-Gourmet-Friends.png,,"BKT Risotto Bento, Roast Pork Belly, Pork and Chicken Set",,20%,false,true,,Free
false,11AM - 9PM,,,239013,1.291417798,,Pita Tree,false,80 MOHAMED SULTAN ROAD THE PIER AT ROBERTSON SINGAPORE 239013,,,,true,,true,https://www.sgdelivery.online/?fbclid=IwAR2M96AJlnAJQGTIHjvjEIY3R1l0mALK-TgALOZ1-eYFmUClCC3FUhysmMM,"Min. order $30.
Free islandwide delivery for orders $100 and up. ",#01-13,true,103.8405531,,"
Mediterranean",0,,,https://thesmartlocal.com/wp-content/uploads/directory/40-Pita-Tree.png,,"Chicken Wrap, Falafel Wrap, Falafel, Hummus & Pita Bread, Homemade Cheese & Pita Bread",,,false,true,88175413,$5-15
false,11AM - 10PM,,,039797,1.290660592,,Mandarin Oriental,false,"5 RAFFLES AVENUE MANDARIN ORIENTAL, SINGAPORE SINGAPORE 039797",,,,true,,true,https://singapore.mandarinorientalshop.com/,"$10 islandwide delivery.
Free delivery for orders $80 and up. ",,false,103.858324,,"
Chinese, Western, Liquor",0,,,https://thesmartlocal.com/wp-content/uploads/directory/266-Mandarin-Oriental.png,,"Cherry Garden, Dolce Vita, Melt Cafe, MO BAR",,,false,true,,$0
false,false,,,089218,1.274849748,,That Coffee and Beer Place,false,11 KEE SENG STREET ONZE @ TANJONG PAGAR SINGAPORE 089218,,,,true,,true,,"Free delivery within a 2-3km radius. Delivery timings are 9AM - 10AM, 12PM - 1PM, 8PM - 9PM. ",,false,103.8421848,,"
Desserts & Bakery",0,,,https://thesmartlocal.com/wp-content/uploads/directory/186-That-Coffee-and-Beer-Place.png,,,,,false,true,,
false,12PM-8.30PM,,,228208,1.3061133459999998,,LINO Pasta Bar,true,1 SCOTTS ROAD UOB SHAW CENTRE BRANCH SINGAPORE 228208,,,,true,,true,https://linopastabar.oddle.me/en_SG/,"$8 islandwide delivery. Min. order $40.
Free delivery for orders $80 and up. ",#03-23,false,103.83197059999999,,"
Italian, Western",0,,,https://thesmartlocal.com/wp-content/uploads/directory/232-LINO-Pasta-Bar.png,,"Mentaiko Chitarra, Kimchi Spaghetti, Tagliatelle Bolognese, Mafalde Cacio E Pepe",,,false,true,89403873,$0
false,11AM-8.30PM,,,769098,1.429698486,,Super Makan Asia,false,930 YISHUN AVENUE 2 SINGAPORE 769098,,,,true,,true,,$3 delivery within 3KM radius. Takeaway promotion: $2.20 chicken wing and barley/lime juice add-on. ,,true,103.8357765,,"
Asian, Halal",0,,,https://thesmartlocal.com/wp-content/uploads/directory/235-Super-Makan-Asia.png,,"Hor Fun, Crispy Noodle, Mee Goreng & Silverfish Fried Rice",,,false,true,98388297,$3
false,11.30AM - 9PM,,,408864,1.333629451,,Saturday House,false,55 UBI AVENUE 3 ASPIAL ONE SINGAPORE 408864,,,,true,,true,,"Islandwide delivery from $3, $0.60 per KM from 55 Ubi Avenue 3. Free delivery for orders $50 and up. ",,true,103.89710459999999,,"
Western",0,,,https://thesmartlocal.com/wp-content/uploads/directory/194-Saturday-House.png,,Recommended: US Premium Kurobuta,,,false,true,87886443,$3+
false,1PM - 8PM,,,059817,1.288862916,,La Lola Churreria,false,6 EU TONG SEN STREET THE CENTRAL SINGAPORE 059817,,,,true,,true,https://docs.google.com/forms/d/10xzyNd5medFyvA1RTxs-hT14ss95KkiwirBNv02YEg4/viewform?fbclid=IwAR3J7zn-CZ5uqCm051ynp9pbNw68W9GYNln0A1KOznodx7HtGnuUi8EazJY,DABAO ONLY. ,#01-27,true,103.846556,,"
Desserts",1,,,https://thesmartlocal.com/wp-content/uploads/directory/82-La-Lola-Churreria.png,,Recommended: 6pcs Clasicos with Dark Chocolate Dip; Nutella Xuxos; 18pcs Ultimate Mix Churros,,,false,false,66106802,
false,7AM - 9PM,,,160056,1.28424137,,Tiong Bahru Yong Tao Hu,false,56 ENG HOON STREET TIONG BAHRU ESTATE SINGAPORE 160056,,,,true,,true,https://docs.google.com/forms/d/e/1FAIpQLScbUAZVeE3RKZEYZ7DTHR98N71eoopGzHmCyE2VQNYcpCoBTg/viewform?usp=sf_link,"$6-12 ingredients islandwide delivery, Min. order $20. ",,false,103.83392309999999,,"
Chinese",0,,,https://thesmartlocal.com/wp-content/uploads/directory/51-Tiong-Bahru-Yong-Tao-Hu.png,,"Order With website link
Tau Kee, Tau Kwa, Tofu & Fishballs",,,false,true,,$6-12
false,11.30AM - 9PM,,,238884,1.306248731,,Jamie's Italian ,false,583 ORCHARD ROAD OCBC FORUM THE SHOPPING MALL SINGAPORE 238884,,,,true,,true,,min. $100,#01-01/04,true,103.82903490000001,,"
Western, Italian",0,,,https://thesmartlocal.com/wp-content/uploads/directory/270-Jamies-Italian.png,,"Recommended: Pimped Margherita, Truffle Shuffle, Our Famous Prawn Linguine",,,false,true,66557676,$0
false,8.30AM-8.30PM,,,248371,1.2930360090000002,,Little Farms Cafe,false,491 RIVER VALLEY ROAD VALLEY POINT SINGAPORE 248371,,,,true,,true,https://littlefarmscafe.com/,$6 delivery fee within 10KM. $10 delivery fee above 10KM. Min. order $30. Free delivery for orders $100 and up. ,,false,103.8270691,,"
Western",0,,,https://thesmartlocal.com/wp-content/uploads/directory/167-Little-Farms-Cafe.png,,"Smashed avocado on toast, Australian Wagyu beef burger, Cajun chicken and vegetables, Baked cheesecake",,,false,true,,$0
false,12PM - 9PM,,,188973,1.299636548,,Royale,false,122 MIDDLE ROAD MERCURE SINGAPORE BUGIS SINGAPORE 188973,,,,true,,true,https://www.mercure-singapore-bugis.com/offers/royale-takeaway-special/,DABAO ONLY. Visit the website for details ,,true,103.853083,,"
International",0,,,https://thesmartlocal.com/wp-content/uploads/directory/12-Royale.png,,Grilled Atlantic Cumin Crust Salmon,,,false,false,65216030,
false,10AM - 7.30PM,,,569739,1.359726066,,Professor Brawn Cafe ,false,5 ANG MO KIO AVENUE 10 AUTISM RESOURCE CENTRE (SINGAPORE) & PATHLIGHT SCHOOL SINGAPORE 569739,,,,true,,true,,DABAO ONLY ,,false,103.85469,,"
Western",1,,,https://thesmartlocal.com/wp-content/uploads/directory/4-Professor-Brawn-Cafe.png,,Recommended: Truffle Chicken Chop,,,false,false,81294029,
